person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Carla Ioniță,carlaioniță,carlaioniță@kappa.ro,8970120305381,1970-01-25,"Aleea Dumitrana Voinea Nr. 669, Ruscova, 714255",0249 941 951,fc:df:47:3b:44:2e,155.191.157.225,RO72MCDV1863233780357817,2024-09-14 12:04:17,25433,834,457,1435535,60a97625-7616-4de1-a62a-0d09deb16aa0
Luciana Georgescu,lucianageorgescu,lucianageorgescu@141.ro,8240215088122,1923-08-29,"Drumul Ghiță Niță, Gilau, 789320",0734 535 860,36:95:dd:c5:38:eb,206.223.59.18,RO06IOLH2640549374843262,2024-09-14 12:04:17,33326,161,293,319259,09c1939a-4168-452f-87b0-7c6dd242ce36
Georgiana Mazilescu,georgianamazilescu,georgianamazilescu@141.ro,2130619220393,1973-02-16,"Aleea Eric Stancu Nr. 538 Bl. 93  Sc. 20 Ap. 209, Horodnic de Sus, 543245",0233 496 613,12:79:b6:b6:3a:04,145.49.133.196,RO49SDFX7129939244903554,2024-09-14 12:04:17,26228,99,335,731177,3f20acdc-9268-43db-9102-2f3552cd99b4
Silviana Tabacu,silvianatabacu,silvianatabacu@kappa.ro,6880602291386,1958-12-01,"Bulevardul Tudor Nr. 34 Bl. 47  Sc. 29 Ap. 982, Siret, 135693",0722 794 244,ae:49:87:9a:85:38,140.147.26.186,RO81ANJD6261361257230247,2024-09-14 12:04:17,4479,351,567,338659,001f2660-935d-453b-bd09-0e77b306e766
Dacian Barbu,dacianbarbu,dacianbarbu@141.ro,1680826121118,2016-02-22,"Drumul Stan Nr. 950, Alba Iulia, 992917",0262 495 901,ea:7d:c8:88:39:59,153.5.177.159,RO33DIUC6144818769460530,2024-09-14 12:04:17,9078,735,261,1726954,b6353dee-d74d-4414-83e9-0cff25f73460
Anghel Stoica,anghelstoica,anghelstoica@post.ro,1901009130706,1920-10-16,"Strada Ioniță, Chitila, 444021",0749 301 503,6e:21:b0:fe:43:e0,182.139.94.238,RO46BOJU3458014644750979,2024-09-14 12:04:17,10334,423,768,367117,d03d662f-423e-4ed0-a1a9-c208dad109f0
Zaraza Popa,zarazapopa,zarazapopa@kappa.ro,5500413378172,2010-02-09,"Intrarea Manole Nr. 49 Bl. 76  Sc. 19 Ap. 628, Babeni, 518083",0737 204 463,44:50:a2:77:d0:01,116.210.150.191,RO89JTGO0610700001354380,2024-09-14 12:04:17,35354,253,760,975096,2428a227-1ebc-4c9f-9ea4-ae00470fd4ed
Anastasia Georgescu,anastasiageorgescu,anastasiageorgescu@141.ro,2180616072434,1989-02-06,"Aleea Tudor Nr. 15, Ruscova, 462227",0234 109 131,e4:c3:20:82:c5:a5,34.147.191.12,RO27YPMQ8446358948765560,2024-09-14 12:04:17,11557,173,223,1909741,4bdbc120-c047-467c-93d3-d03bde1979d2
Todor Mocanu,todormocanu,todormocanu@gmail.com,7881105118047,1933-01-31,"Bulevardul Ruxandra Stancu Nr. 94, Dorohoi, 408285",0770 723 571,dc:d4:dd:ad:af:7d,33.32.36.84,RO41MFUW1490353113992306,2024-09-14 12:04:17,20583,209,689,729757,3433fe40-138c-4f93-a196-f56196bc12fb
Nicoară Ionescu,nicoarăionescu,nicoarăionescu@email.ro,1560404095484,1995-03-16,"Aleea Ștefana Dima, Magurele, 779080",0763 999 213,76:79:9c:8f:59:c0,197.171.65.34,RO27WKLW2095444560616949,2024-09-14 12:04:17,9550,363,789,1739278,139482d4-0cc9-43d0-a0df-6f3668afee9c
Dora Stan,dorastan,dorastan@gmail.com,4121127062790,1987-07-11,"Intrarea Mazilescu Nr. 59, Miercurea-Ciuc, 711415",0256 180 441,aa:2a:b8:fe:c6:d3,97.94.49.218,RO55QYMH5109094337221153,2024-09-14 12:04:17,22436,218,34,1018117,35c35474-afc9-45ef-a9ea-6c93d75b630a
Ion Ioniță,ionioniță,ionioniță@email.ro,7201208321604,1944-04-06,"Bulevardul Stancu Nr. 98, Lipova, 959932",0727 617 571,9a:ab:ea:b8:3e:b6,69.126.59.149,RO37TJLA1446836579964847,2024-09-14 12:04:17,33523,970,126,639049,0be9a97a-85c4-4841-840c-c44896f107c6
Ruxandra Dumitrescu,ruxandradumitrescu,ruxandradumitrescu@post.ro,8300110181251,1974-02-03,"Bulevardul Ardelean Nr. 626, Stei, 195631",0722 419 122,b0:43:ac:5d:2e:09,98.220.52.125,RO02YXOR1768783362115520,2024-09-14 12:04:17,32403,232,143,1127537,575b7a02-3da2-4dd2-aea2-3fe7866044e9
Cosmina Ioniță,cosminaioniță,cosminaioniță@141.ro,5060224266951,1949-08-14,"Bulevardul Stancu Nr. 39, Greci, 777370",0751 398 212,16:35:8b:1e:b0:bd,114.36.81.0,RO07ZUYM4816275140430752,2024-09-14 12:04:17,22787,506,568,441364,c2b4ebe9-3df0-4da0-8ef6-9fed39e4bb4c
Mona Stancu,monastancu,monastancu@kappa.ro,4230910399991,1940-07-08,"Aleea Popescu Nr. 15, Focsani, 338965",0247 316 069,f2:f6:c8:07:77:27,219.132.64.130,RO40IAGQ9407976059034372,2024-09-14 12:04:17,159,671,765,1342518,0d2655ec-d2bb-4dab-9c89-60f20732d808
Ina Stoica,inastoica,inastoica@zzup.ro,2950312268140,1994-04-09,"Drumul Gabriel Florea Nr. 61 Bl. 52  Sc. 52 Ap. 280, Curtea de Arges, 121607",0740 233 998,94:2f:b1:63:51:19,63.158.164.120,RO18IZRX0814282623095128,2024-09-14 12:04:17,19520,309,385,1727758,51c24378-3fbe-43f3-8e55-dddafa1d1cda
Cristian Stan,cristianstan,cristianstan@acasa.ro,1580810111876,1982-06-28,"Intrarea Mihai Florea Nr. 54, Targoviste, 811265",0754 763 969,0a:19:8c:27:6f:bf,200.245.196.143,RO10NKUH4858056897346200,2024-09-14 12:04:17,27963,923,378,1354955,e9957151-bdc0-438f-9753-13a062fa8a91
Arian Dinu,ariandinu,ariandinu@141.ro,4200305417724,1928-09-20,"Strada Dima Nr. 915 Bl. 86  Sc. 58 Ap. 775, Fieni, 299681",0241 161 012,ba:e2:85:2a:79:a3,210.90.98.133,RO71DXOL8084999622719994,2024-09-14 12:04:17,19859,118,385,1480595,3e43c0e3-6929-40e5-b697-97c64635b15b
Arina Tabacu,arinatabacu,arinatabacu@acasa.ro,1810706304135,1955-02-14,"Aleea Dochioiu Nr. 715 Bl. 67  Sc. 44 Ap. 683, Afumati, 540901",0235 924 458,7c:3e:90:93:60:3e,87.77.164.178,RO18BQLV4943480669310449,2024-09-14 12:04:17,32584,4,567,696425,3ab51b64-0ada-4053-8e1e-5d99e3010aba
Sidonia Suciu,sidoniasuciu,sidoniasuciu@post.ro,1010508157186,1928-04-15,"Aleea Florea Nr. 902, Harlau, 844294",0724 261 745,6a:0e:97:6f:df:9c,171.31.229.165,RO83ZMDB1782356000974215,2024-09-14 12:04:17,15969,826,586,1935256,bf0cd5f8-26d0-40ca-aa76-705e639be768
Zamfira Preda,zamfirapreda,zamfirapreda@kappa.ro,5560822440513,1923-11-09,"Strada Pop, Vlahita, 556263",0245 854 479,00:62:b2:a2:14:31,91.90.153.19,RO32ITIQ4681117721094052,2024-09-14 12:04:17,27507,638,27,433167,206bd2af-6739-4f42-879c-2b786ee8fba9
Manole Dima,manoledima,manoledima@post.ro,6701108380338,1977-06-15,"Drumul Astrid Ene, Domnesti, 230242",0255 167 808,f8:31:fc:3b:b6:d8,136.48.65.76,RO13PHJW8224748656338359,2024-09-14 12:04:17,15367,814,643,1093947,a2d74aa9-d90a-48c3-bf7a-2a57600a718d
Iustinian Tudor,iustiniantudor,iustiniantudor@zzup.ro,2960317248033,1961-02-08,"Soseaua Smaranda Niță Nr. 39 Bl. 27  Sc. 12 Ap. 314, Borcea, 711192",0263 622 472,b2:21:76:8d:38:fa,135.47.14.93,RO14KBXR5619738861837152,2024-09-14 12:04:17,4465,49,788,425699,d0398f07-f696-4ba3-ba3f-1197bb870807
Eftimia Marin,eftimiamarin,eftimiamarin@kappa.ro,3150415359492,1961-06-18,"Drumul Niță Nr. 86, Corund, 774087",0786 259 609,ce:96:cf:8f:d4:0f,138.69.15.3,RO74WHLH0220474470085501,2024-09-14 12:04:17,31444,227,37,988390,4addb949-0ae3-4106-b39b-7baf9b7f8b92
Venera Pop,venerapop,venerapop@email.ro,5130122118197,1925-07-09,"Aleea Mocanu Nr. 664 Bl. 65  Sc. 86 Ap. 266, Mangalia, 475228",0728 518 288,52:5f:e0:4a:cb:86,11.142.73.15,RO59JYAH9480182226399151,2024-09-14 12:04:17,7235,273,579,1135699,f986d4c1-c133-45b1-b789-07af5aad2bed
Floarea Gheorghiu,floareagheorghiu,floareagheorghiu@kappa.ro,2110329045249,2015-04-13,"Strada Romeo Tomescu Nr. 468 Bl. 62  Sc. 44 Ap. 415, Adjud, 961756",0771 071 214,0e:46:45:f7:5f:f6,114.27.9.160,RO95PBCN0744437574956538,2024-09-14 12:04:17,546,231,257,815978,0c8c43f8-9865-4de0-9945-68419a4b33ab
Ivona Nistor,ivonanistor,ivonanistor@141.ro,8670803365207,2012-05-12,"Drumul Augustina Barbu, Oravita, 180660",0756 733 665,b6:47:77:0d:81:4c,83.219.203.96,RO84UUKG7765781542762911,2024-09-14 12:04:17,33415,328,279,1689081,8555fac3-b0f7-479b-a9f1-0ff64dde64a5
Adelina Preda,adelinapreda,adelinapreda@email.ro,8950804529365,1995-03-05,"Bulevardul Pompilia Tomescu Nr. 450 Bl. 43  Sc. 87 Ap. 158, Cisnadie, 126285",0742 043 810,3c:8b:28:d2:40:64,78.140.20.38,RO95ANKL2228015433671842,2024-09-14 12:04:17,19429,729,336,1822876,66cb4485-d23a-456d-a389-88b107cbb4eb
Victor Stoica,victorstoica,victorstoica@acasa.ro,5691001377379,1997-11-08,"Intrarea Aanei Nr. 64 Bl. 80  Sc. 73 Ap. 220, Modelu, 923951",0757 965 476,9e:fc:80:1e:fe:d1,198.224.178.69,RO39PJII5981742774511987,2024-09-14 12:04:17,15103,702,161,345006,57304e5e-d65e-462a-bb02-b7615e489e71
